17:16:35.758881 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.779537 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.782843 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.788261 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], ack 1, win 1339, options [nop,nop,TS val 3280187 ecr 3060180,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 4086075562], length 0
17:19:35.367193 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2194837:2196265, ack 1, win 4017, options [nop,nop,TS val 3459594 ecr 3239057,mptcp dss ack 4086075562 seq 1492715684 subseq 2194837 len 1428 csum 0x63d6], length 1428
17:19:35.367392 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2194837:2196265, ack 1, win 4017, options [nop,nop,TS val 3459594 ecr 3239057,mptcp dss ack 4086075562 seq 1492715684 subseq 2194837 len 1428 csum 0x63d6], length 1428
17:19:35.380922 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2191981:2193409, ack 1, win 4017, options [nop,nop,TS val 3459460 ecr 3238868,mptcp dss ack 4086075562 seq 1492712828 subseq 2191981 len 1428 csum 0xb1fb], length 1428
17:19:35.396681 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 449821:451249, ack 1, win 4017, options [nop,nop,TS val 3459651 ecr 3239166,mptcp dss ack 4086075562 seq 1492647140 subseq 449821 len 1428 csum 0xf01a], length 1428
17:19:35.452393 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 466957:468385, ack 1, win 4017, options [nop,nop,TS val 3459651 ecr 3239166,mptcp dss ack 4086075562 seq 1492717112 subseq 466957 len 1428 csum 0xaa87], length 1428
17:19:35.460024 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2193409:2194837, ack 1, win 4017, options [nop,nop,TS val 3459460 ecr 3238868,mptcp dss ack 4086075562 seq 1492714256 subseq 2193409 len 1428 csum 0x221c], length 1428
17:19:35.477484 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2196265:2197693, ack 1, win 4017, options [nop,nop,TS val 3459778 ecr 3239191,mptcp dss ack 4086075562 seq 1492718540 subseq 2196265 len 1428 csum 0xd94f], length 1428
17:19:35.477690 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2196265:2197693, ack 1, win 4017, options [nop,nop,TS val 3459778 ecr 3239191,mptcp dss ack 4086075562 seq 1492718540 subseq 2196265 len 1428 csum 0xd94f], length 1428
17:19:35.490349 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2194837:2196265, ack 1, win 4017, options [nop,nop,TS val 3459594 ecr 3239057,mptcp dss ack 4086075562 seq 1492715684 subseq 2194837 len 1428 csum 0x63d6], length 1428
17:19:35.553250 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2197693:2199121, ack 1, win 4017, options [nop,nop,TS val 3459778 ecr 3239191,mptcp dss ack 4086075562 seq 1492719968 subseq 2197693 len 1428 csum 0x4bb4], length 1428
17:19:35.553522 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2197693:2199121, ack 1, win 4017, options [nop,nop,TS val 3459778 ecr 3239191,mptcp dss ack 4086075562 seq 1492719968 subseq 2197693 len 1428 csum 0x4bb4], length 1428
17:19:35.569648 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2196265:2197693, ack 1, win 4017, options [nop,nop,TS val 3459778 ecr 3239191,mptcp dss ack 4086075562 seq 1492718540 subseq 2196265 len 1428 csum 0xd94f], length 1428
17:19:35.589873 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2199121:2200549, ack 1, win 4017, options [nop,nop,TS val 3459974 ecr 3239368,mptcp dss ack 4086075562 seq 1492721396 subseq 2199121 len 1428 csum 0xa234], length 1428
17:19:35.590057 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2199121:2200549, ack 1, win 4017, options [nop,nop,TS val 3459974 ecr 3239368,mptcp dss ack 4086075562 seq 1492721396 subseq 2199121 len 1428 csum 0xa234], length 1428
17:19:35.666322 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2200549:2201977, ack 1, win 4017, options [nop,nop,TS val 3459974 ecr 3239368,mptcp dss ack 4086075562 seq 1492722824 subseq 2200549 len 1428 csum 0xc2e6], length 1428
17:19:35.666495 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2200549:2201977, ack 1, win 4017, options [nop,nop,TS val 3459974 ecr 3239368,mptcp dss ack 4086075562 seq 1492722824 subseq 2200549 len 1428 csum 0xc2e6], length 1428
17:19:35.696549 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 449821, win 24500, options [nop,nop,TS val 3239661 ecr 3457782,nop,nop,sack 1 {451249:464101},mptcp dss ack 1492647140], length 0
17:19:35.777350 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 468385:469813, ack 1, win 4017, options [nop,nop,TS val 3460176 ecr 3239661,mptcp dss ack 4086075562 seq 1492724252 subseq 468385 len 1428 csum 0x4bab], length 1428
17:19:35.786092 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2197693:2199121, ack 1, win 4017, options [nop,nop,TS val 3459778 ecr 3239191,mptcp dss ack 4086075562 seq 1492719968 subseq 2197693 len 1428 csum 0x4bb4], length 1428
17:19:35.791033 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 305593:307021, ack 1, win 4017, options [nop,nop,TS val 3460176 ecr 3239384,mptcp dss ack 4086075562 seq 1492674272 subseq 305593 len 1428 csum 0x7806], length 1428
17:19:35.861449 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 305593:307021, ack 1, win 4017, options [nop,nop,TS val 3460176 ecr 3239384,mptcp dss ack 4086075562 seq 1492674272 subseq 305593 len 1428 csum 0x7806], length 1428
17:19:35.871648 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 308449:309877, ack 1, win 4017, options [nop,nop,TS val 3460176 ecr 3239384,mptcp dss ack 4086075562 seq 1492695692 subseq 308449 len 1428 csum 0x3157], length 1428
17:19:35.873511 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2199121:2200549, ack 1, win 4017, options [nop,nop,TS val 3459974 ecr 3239368,mptcp dss ack 4086075562 seq 1492721396 subseq 2199121 len 1428 csum 0xa234], length 1428
17:19:35.878946 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2200549:2201977, ack 1, win 4017, options [nop,nop,TS val 3459974 ecr 3239368,mptcp dss ack 4086075562 seq 1492722824 subseq 2200549 len 1428 csum 0xc2e6], length 1428
17:19:35.890816 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 739517:740945, ack 1, win 4017, options [nop,nop,TS val 3460257 ecr 3239474,mptcp dss ack 4086075562 seq 1492725680 subseq 739517 len 1428 csum 0x6517], length 1428
17:19:35.968986 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 449821, win 24500, options [nop,nop,TS val 3239799 ecr 3457782,nop,nop,sack 1 {451249:465529},mptcp dss ack 1492647140], length 0
17:19:35.977405 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2201977:2203405, ack 1, win 4017, options [nop,nop,TS val 3460354 ecr 3239680,mptcp dss ack 4086075562 seq 1492727108 subseq 2201977 len 1428 csum 0xbc37], length 1428
17:19:35.977634 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2201977:2203405, ack 1, win 4017, options [nop,nop,TS val 3460354 ecr 3239680,mptcp dss ack 4086075562 seq 1492727108 subseq 2201977 len 1428 csum 0xbc37], length 1428
17:19:36.007872 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 308449:309877, ack 1, win 4017, options [nop,nop,TS val 3460176 ecr 3239384,mptcp dss ack 4086075562 seq 1492695692 subseq 308449 len 1428 csum 0x3157], length 1428
17:19:36.071018 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2203405:2204833, ack 1, win 4017, options [nop,nop,TS val 3460354 ecr 3239680,mptcp dss ack 4086075562 seq 1492728536 subseq 2203405 len 1428 csum 0x70d7], length 1428
17:19:36.071232 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2203405:2204833, ack 1, win 4017, options [nop,nop,TS val 3460354 ecr 3239680,mptcp dss ack 4086075562 seq 1492728536 subseq 2203405 len 1428 csum 0x70d7], length 1428
17:19:36.095406 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2201977:2203405, ack 1, win 4017, options [nop,nop,TS val 3460354 ecr 3239680,mptcp dss ack 4086075562 seq 1492727108 subseq 2201977 len 1428 csum 0xbc37], length 1428
17:19:36.097190 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 449821, win 24500, options [nop,nop,TS val 3239994 ecr 3457782,nop,nop,sack 1 {451249:466957},mptcp dss ack 1492647140], length 0
17:19:36.098441 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 469813:471241, ack 1, win 4017, options [nop,nop,TS val 3460496 ecr 3239799,mptcp dss ack 4086075562 seq 1492729964 subseq 469813 len 1428 csum 0x595b], length 1428
17:19:36.171719 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2203405:2204833, ack 1, win 4017, options [nop,nop,TS val 3460354 ecr 3239680,mptcp dss ack 4086075562 seq 1492728536 subseq 2203405 len 1428 csum 0x70d7], length 1428
17:19:36.175830 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 471241:472669, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3239994,mptcp dss ack 4086075562 seq 1492731392 subseq 471241 len 1428 csum 0x6216], length 1428
17:19:36.261239 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2204833:2206261, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492732820 subseq 2204833 len 1428 csum 0xea98], length 1428
17:19:36.261500 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2204833:2206261, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492732820 subseq 2204833 len 1428 csum 0xea98], length 1428
17:19:36.275303 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2204833:2206261, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492732820 subseq 2204833 len 1428 csum 0xea98], length 1428
17:19:36.278830 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 466957, win 24077, options [nop,nop,TS val 3240360 ecr 3459651,mptcp dss ack 1492674272], length 0
17:19:36.296462 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2206261:2207689, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492734248 subseq 2206261 len 1428 csum 0x2720], length 1428
17:19:36.296675 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2206261:2207689, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492734248 subseq 2206261 len 1428 csum 0x2720], length 1428
17:19:36.311136 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2206261:2207689, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492734248 subseq 2206261 len 1428 csum 0x2720], length 1428
17:19:36.365652 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2207689:2209117, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492735676 subseq 2207689 len 1428 csum 0x9ae4], length 1428
17:19:36.365842 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2207689:2209117, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492735676 subseq 2207689 len 1428 csum 0x9ae4], length 1428
17:19:36.396482 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2209117:2210545, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492737104 subseq 2209117 len 1428 csum 0xcec3], length 1428
17:19:36.396700 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2209117:2210545, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492737104 subseq 2209117 len 1428 csum 0xcec3], length 1428
17:19:36.400302 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2207689:2209117, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492735676 subseq 2207689 len 1428 csum 0x9ae4], length 1428
17:19:36.467412 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2210545:2211973, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492738532 subseq 2210545 len 1428 csum 0x35e6], length 1428
17:19:36.467649 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2210545:2211973, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492738532 subseq 2210545 len 1428 csum 0x35e6], length 1428
17:19:36.482562 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2209117:2210545, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492737104 subseq 2209117 len 1428 csum 0xcec3], length 1428
17:19:36.490383 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 472669:474097, ack 1, win 4017, options [nop,nop,TS val 3460678 ecr 3240360,mptcp dss ack 4086075562 seq 1492739960 subseq 472669 len 1428 csum 0xd4c9], length 1428
17:19:36.498300 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 468385, win 24077, options [nop,nop,TS val 3240465 ecr 3459651,mptcp dss ack 1492674272], length 0
17:19:36.561540 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 474097:475525, ack 1, win 4017, options [nop,nop,TS val 3460678 ecr 3240360,mptcp dss ack 4086075562 seq 1492741388 subseq 474097 len 1428 csum 0xc220], length 1428
17:19:36.580537 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2210545:2211973, ack 1, win 4017, options [nop,nop,TS val 3460564 ecr 3240056,mptcp dss ack 4086075562 seq 1492738532 subseq 2210545 len 1428 csum 0x35e6], length 1428
17:19:36.589268 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 740945:742373, ack 1, win 4017, options [nop,nop,TS val 3460685 ecr 3240162,mptcp dss ack 4086075562 seq 1492742816 subseq 740945 len 1428 csum 0xae0a], length 1428
17:19:36.664107 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 742373:743801, ack 1, win 4017, options [nop,nop,TS val 3460685 ecr 3240162,mptcp dss ack 4086075562 seq 1492744244 subseq 742373 len 1428 csum 0x17de], length 1428
17:19:36.691495 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2211973:2213401, ack 1, win 4017, options [nop,nop,TS val 3460782 ecr 3240361,mptcp dss ack 4086075562 seq 1492745672 subseq 2211973 len 1428 csum 0xf30d], length 1428
17:19:36.691697 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2211973:2213401, ack 1, win 4017, options [nop,nop,TS val 3460782 ecr 3240361,mptcp dss ack 4086075562 seq 1492745672 subseq 2211973 len 1428 csum 0xf30d], length 1428
17:19:36.701601 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2211973:2213401, ack 1, win 4017, options [nop,nop,TS val 3460782 ecr 3240361,mptcp dss ack 4086075562 seq 1492745672 subseq 2211973 len 1428 csum 0xf30d], length 1428
17:19:36.773883 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2213401:2214829, ack 1, win 4017, options [nop,nop,TS val 3460782 ecr 3240361,mptcp dss ack 4086075562 seq 1492747100 subseq 2213401 len 1428 csum 0xe6f4], length 1428
17:19:36.774099 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2213401:2214829, ack 1, win 4017, options [nop,nop,TS val 3460782 ecr 3240361,mptcp dss ack 4086075562 seq 1492747100 subseq 2213401 len 1428 csum 0xe6f4], length 1428
17:19:36.787837 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2213401:2214829, ack 1, win 4017, options [nop,nop,TS val 3460782 ecr 3240361,mptcp dss ack 4086075562 seq 1492747100 subseq 2213401 len 1428 csum 0xe6f4], length 1428
17:19:36.793952 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2214829:2216257, ack 1, win 4017, options [nop,nop,TS val 3460782 ecr 3240361,mptcp dss ack 4086075562 seq 1492748528 subseq 2214829 len 1428 csum 0x363], length 1428
17:19:36.794135 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2214829:2216257, ack 1, win 4017, options [nop,nop,TS val 3460782 ecr 3240361,mptcp dss ack 4086075562 seq 1492748528 subseq 2214829 len 1428 csum 0x363], length 1428
17:19:36.864332 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2214829:2216257, ack 1, win 4017, options [nop,nop,TS val 3460782 ecr 3240361,mptcp dss ack 4086075562 seq 1492748528 subseq 2214829 len 1428 csum 0x363], length 1428
17:19:36.877998 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 475525:476953, ack 1, win 4017, options [nop,nop,TS val 3460898 ecr 3240465,mptcp dss ack 4086075562 seq 1492749956 subseq 475525 len 1428 csum 0xa75f], length 1428
17:19:36.897143 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 309877:311305, ack 1, win 4017, options [nop,nop,TS val 3461082 ecr 3240583,mptcp dss ack 4086075562 seq 1492702832 subseq 309877 len 1428 csum 0xd159], length 1428
17:19:36.898161 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 309877:311305, ack 1, win 4017, options [nop,nop,TS val 3461082 ecr 3240583,mptcp dss ack 4086075562 seq 1492702832 subseq 309877 len 1428 csum 0xd159], length 1428
17:19:36.976945 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 311305:312733, ack 1, win 4017, options [nop,nop,TS val 3461082 ecr 3240583,mptcp dss ack 4086075562 seq 1492751384 subseq 311305 len 1428 csum 0xb63f], length 1428
17:19:36.987072 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 311305:312733, ack 1, win 4017, options [nop,nop,TS val 3461082 ecr 3240583,mptcp dss ack 4086075562 seq 1492751384 subseq 311305 len 1428 csum 0xb63f], length 1428
17:19:37.057812 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2216257:2217685, ack 1, win 4017, options [nop,nop,TS val 3461274 ecr 3240583,mptcp dss ack 4086075562 seq 1492752812 subseq 2216257 len 1428 csum 0x61a3], length 1428
17:19:37.058066 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2216257:2217685, ack 1, win 4017, options [nop,nop,TS val 3461274 ecr 3240583,mptcp dss ack 4086075562 seq 1492752812 subseq 2216257 len 1428 csum 0x61a3], length 1428
17:19:37.065387 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2216257:2217685, ack 1, win 4017, options [nop,nop,TS val 3461274 ecr 3240583,mptcp dss ack 4086075562 seq 1492752812 subseq 2216257 len 1428 csum 0x61a3], length 1428
17:19:37.094434 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2217685:2219113, ack 1, win 4017, options [nop,nop,TS val 3461274 ecr 3240583,mptcp dss ack 4086075562 seq 1492754240 subseq 2217685 len 1428 csum 0xa7e2], length 1428
17:19:37.094650 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2217685:2219113, ack 1, win 4017, options [nop,nop,TS val 3461274 ecr 3240583,mptcp dss ack 4086075562 seq 1492754240 subseq 2217685 len 1428 csum 0xa7e2], length 1428
17:19:37.104104 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2217685:2219113, ack 1, win 4017, options [nop,nop,TS val 3461274 ecr 3240583,mptcp dss ack 4086075562 seq 1492754240 subseq 2217685 len 1428 csum 0xa7e2], length 1428
17:19:37.162509 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 471241, win 24233, options [nop,nop,TS val 3241062 ecr 3460496,mptcp dss ack 1492702832], length 0
17:19:37.175090 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2219113:2220541, ack 1, win 4017, options [nop,nop,TS val 3461274 ecr 3240583,mptcp dss ack 4086075562 seq 1492755668 subseq 2219113 len 1428 csum 0xed5e], length 1428
17:19:37.175299 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2219113:2220541, ack 1, win 4017, options [nop,nop,TS val 3461274 ecr 3240583,mptcp dss ack 4086075562 seq 1492755668 subseq 2219113 len 1428 csum 0xed5e], length 1428
17:19:37.180827 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2219113:2220541, ack 1, win 4017, options [nop,nop,TS val 3461274 ecr 3240583,mptcp dss ack 4086075562 seq 1492755668 subseq 2219113 len 1428 csum 0xed5e], length 1428
17:19:37.202631 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2220541:2221969, ack 1, win 4017, options [nop,nop,TS val 3461288 ecr 3240703,mptcp dss ack 4086075562 seq 1492757096 subseq 2220541 len 1428 csum 0xe143], length 1428
17:19:37.202823 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2220541:2221969, ack 1, win 4017, options [nop,nop,TS val 3461288 ecr 3240703,mptcp dss ack 4086075562 seq 1492757096 subseq 2220541 len 1428 csum 0xe143], length 1428
17:19:37.265368 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2220541:2221969, ack 1, win 4017, options [nop,nop,TS val 3461288 ecr 3240703,mptcp dss ack 4086075562 seq 1492757096 subseq 2220541 len 1428 csum 0xe143], length 1428
17:19:37.291398 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2221969:2223397, ack 1, win 4017, options [nop,nop,TS val 3461288 ecr 3240703,mptcp dss ack 4086075562 seq 1492758524 subseq 2221969 len 1428 csum 0xcc25], length 1428
17:19:37.291609 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2221969:2223397, ack 1, win 4017, options [nop,nop,TS val 3461288 ecr 3240703,mptcp dss ack 4086075562 seq 1492758524 subseq 2221969 len 1428 csum 0xcc25], length 1428
17:19:37.366306 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 312733:314161, ack 1, win 4017, options [nop,nop,TS val 3461482 ecr 3240802,mptcp dss ack 4086075562 seq 1492759952 subseq 312733 len 1428 csum 0xc9f0], length 1428
17:19:37.372609 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2221969:2223397, ack 1, win 4017, options [nop,nop,TS val 3461288 ecr 3240703,mptcp dss ack 4086075562 seq 1492758524 subseq 2221969 len 1428 csum 0xcc25], length 1428
17:19:37.384351 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 743801:745229, ack 1, win 4017, options [nop,nop,TS val 3461510 ecr 3240864,mptcp dss ack 4086075562 seq 1492761380 subseq 743801 len 1428 csum 0xc87], length 1428
17:19:37.397012 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 472669, win 24233, options [nop,nop,TS val 3241175 ecr 3460564,mptcp dss ack 1492702832], length 0
17:19:37.404101 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 476953:478381, ack 1, win 4017, options [nop,nop,TS val 3461562 ecr 3241062,mptcp dss ack 4086075562 seq 1492762808 subseq 476953 len 1428 csum 0xf3de], length 1428
17:19:37.474130 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 478381:479809, ack 1, win 4017, options [nop,nop,TS val 3461562 ecr 3241062,mptcp dss ack 4086075562 seq 1492764236 subseq 478381 len 1428 csum 0xb618], length 1428
17:19:37.489867 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 312733:314161, ack 1, win 4017, options [nop,nop,TS val 3461482 ecr 3240802,mptcp dss ack 4086075562 seq 1492759952 subseq 312733 len 1428 csum 0xc9f0], length 1428
17:19:37.497807 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 479809:481237, ack 1, win 4017, options [nop,nop,TS val 3461797 ecr 3241175,mptcp dss ack 4086075562 seq 1492765664 subseq 479809 len 1428 csum 0xec2c], length 1428
17:19:37.583294 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 474097, win 24233, options [nop,nop,TS val 3241368 ecr 3460678,mptcp dss ack 1492702832], length 0
17:19:37.585287 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 481237:482665, ack 1, win 4017, options [nop,nop,TS val 3461983 ecr 3241368,mptcp dss ack 4086075562 seq 1492767092 subseq 481237 len 1428 csum 0x29e3], length 1428
17:19:37.673436 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 482665:484093, ack 1, win 4017, options [nop,nop,TS val 3461983 ecr 3241368,mptcp dss ack 4086075562 seq 1492768520 subseq 482665 len 1428 csum 0xdb78], length 1428
17:19:37.676766 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 475525, win 24233, options [nop,nop,TS val 3241484 ecr 3460678,mptcp dss ack 1492702832], length 0
17:19:37.703103 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 484093:485521, ack 1, win 4017, options [nop,nop,TS val 3462076 ecr 3241484,mptcp dss ack 4086075562 seq 1492769948 subseq 484093 len 1428 csum 0xd27b], length 1428
17:19:37.784381 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 745229:746657, ack 1, win 4017, options [nop,nop,TS val 3462170 ecr 3241590,mptcp dss ack 4086075562 seq 1492771376 subseq 745229 len 1428 csum 0x4999], length 1428
17:19:37.861526 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 746657:748085, ack 1, win 4017, options [nop,nop,TS val 3462170 ecr 3241590,mptcp dss ack 4086075562 seq 1492772804 subseq 746657 len 1428 csum 0xdaf], length 1428
17:19:37.887624 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 2223397:2224825, ack 1, win 4017, options [nop,nop,TS val 3462277 ecr 3241663,mptcp dss ack 4086075562 seq 1492774232 subseq 2223397 len 1428 csum 0xe1a1], length 1428
