20:39:27.394094 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [S], seq 2263806240, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 3 token 0xbaf08251 nonce 0x994c8d18], length 0
20:39:27.447362 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [S], seq 2263806240, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 3 token 0xbaf08251 nonce 0x994c8d18], length 0
20:39:27.725070 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2869940821, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:27.782699 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:27.880074 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1, win 7300, options [nop,nop,TS val 783491 ecr 1004073,mptcp join hmac 0xa3da383c27000032e8efc1c8d500fb8ad0766c38], length 0
20:39:28.098322 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.098743 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.160645 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 1429, win 7529, options [nop,nop,TS val 783874 ecr 1004416,mptcp dss ack 1969125454], length 0
20:39:28.246514 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.246886 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.295929 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 2857, win 7711, options [nop,nop,TS val 784023 ecr 1004416,mptcp dss ack 1969126882], length 0
20:39:28.393101 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.393429 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.407236 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 4285, win 7848, options [nop,nop,TS val 784156 ecr 1004416,mptcp dss ack 1969134022], length 0
20:39:28.628838 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.629195 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.704360 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 5713, win 8076, options [nop,nop,TS val 784404 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.755620 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.755926 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.824533 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 7141, win 8167, options [nop,nop,TS val 784529 ecr 1004416,mptcp dss ack 1969136878], length 0
20:39:28.915682 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 8569, win 8395, options [nop,nop,TS val 784690 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:28.916004 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 8569, win 8395, options [nop,nop,TS val 784690 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.042105 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 9997, win 8578, options [nop,nop,TS val 784817 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.042490 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 9997, win 8578, options [nop,nop,TS val 784817 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.234980 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 11425, win 8760, options [nop,nop,TS val 785010 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.235268 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 11425, win 8760, options [nop,nop,TS val 785010 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.369628 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 8897, options [nop,nop,TS val 785145 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.369941 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 8897, options [nop,nop,TS val 785145 ecr 1004417,mptcp dss ack 1969139734], length 0
20:39:29.495350 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 12853, win 9080, options [nop,nop,TS val 785271 ecr 1004417,nop,nop,sack 1 {14281:15709},mptcp dss ack 1969139734], length 0
20:40:41.676272 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 769693, win 24198, options [nop,nop,TS val 857094 ecr 1075497,nop,nop,sack 1 {771121:796825},mptcp dss ack 1971961462], length 0
20:40:41.754226 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 801109, win 24136, options [nop,nop,TS val 857503 ecr 1077442,mptcp dss ack 1972014298], length 0
20:40:41.754510 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 801109, win 24136, options [nop,nop,TS val 857503 ecr 1077442,mptcp dss ack 1972014298], length 0
20:40:41.819147 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 769693, win 24198, options [nop,nop,TS val 857217 ecr 1075497,nop,nop,sack 1 {771121:798253},mptcp dss ack 1971961462], length 0
20:40:41.867029 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 802537, win 24136, options [nop,nop,TS val 857636 ecr 1077542,mptcp dss ack 1972014298], length 0
20:40:41.867331 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 802537, win 24136, options [nop,nop,TS val 857636 ecr 1077542,mptcp dss ack 1972014298], length 0
20:40:41.927169 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 769693, win 24198, options [nop,nop,TS val 857333 ecr 1075497,nop,nop,sack 1 {771121:799681},mptcp dss ack 1971961462], length 0
20:40:42.012674 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 803965, win 24422, options [nop,nop,TS val 857787 ecr 1077696,mptcp dss ack 1972045714], length 0
20:40:42.012998 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 803965, win 24422, options [nop,nop,TS val 857787 ecr 1077696,mptcp dss ack 1972045714], length 0
20:40:42.089347 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 799681, win 23573, options [nop,nop,TS val 857431 ecr 1077258,mptcp dss ack 1972014298], length 0
20:40:42.121304 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 805393, win 24422, options [nop,nop,TS val 857897 ecr 1077825,mptcp dss ack 1972045714], length 0
20:40:42.121628 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 805393, win 24422, options [nop,nop,TS val 857897 ecr 1077825,mptcp dss ack 1972045714], length 0
20:40:42.198680 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 801109, win 24136, options [nop,nop,TS val 857503 ecr 1077442,mptcp dss ack 1972014298], length 0
20:40:42.237232 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 806821, win 24422, options [nop,nop,TS val 858013 ecr 1077969,mptcp dss ack 1972045714], length 0
20:40:42.237550 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 806821, win 24422, options [nop,nop,TS val 858013 ecr 1077969,mptcp dss ack 1972045714], length 0
20:40:42.329120 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 802537, win 24136, options [nop,nop,TS val 857636 ecr 1077542,mptcp dss ack 1972014298], length 0
20:40:42.355539 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 808249, win 24422, options [nop,nop,TS val 858131 ecr 1078041,mptcp dss ack 1972045714], length 0
20:40:42.355862 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 808249, win 24422, options [nop,nop,TS val 858131 ecr 1078041,mptcp dss ack 1972045714], length 0
20:40:42.450671 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 803965, win 24422, options [nop,nop,TS val 857787 ecr 1077696,mptcp dss ack 1972045714], length 0
20:40:42.515031 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 809677, win 24422, options [nop,nop,TS val 858291 ecr 1078227,mptcp dss ack 1972045714], length 0
20:40:42.515278 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 809677, win 24422, options [nop,nop,TS val 858291 ecr 1078227,mptcp dss ack 1972045714], length 0
20:40:42.604246 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 805393, win 24422, options [nop,nop,TS val 857897 ecr 1077825,mptcp dss ack 1972045714], length 0
20:40:42.626156 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 811105, win 24422, options [nop,nop,TS val 858402 ecr 1078415,mptcp dss ack 1972045714], length 0
20:40:42.626421 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 811105, win 24422, options [nop,nop,TS val 858402 ecr 1078415,mptcp dss ack 1972045714], length 0
20:40:42.748768 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 808249, win 24422, options [nop,nop,TS val 858131 ecr 1078041,mptcp dss ack 1972045714], length 0
20:40:42.751153 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 812533, win 24422, options [nop,nop,TS val 858513 ecr 1078478,mptcp dss ack 1972045714], length 0
20:40:42.751464 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 812533, win 24422, options [nop,nop,TS val 858513 ecr 1078478,mptcp dss ack 1972045714], length 0
20:40:42.836710 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 813961, win 24422, options [nop,nop,TS val 858612 ecr 1078624,mptcp dss ack 1972045714], length 0
20:40:42.837019 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 813961, win 24422, options [nop,nop,TS val 858612 ecr 1078624,mptcp dss ack 1972045714], length 0
20:40:42.900251 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 815389, win 24422, options [nop,nop,TS val 858667 ecr 1078624,mptcp dss ack 1972045714], length 0
20:40:42.900565 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 815389, win 24422, options [nop,nop,TS val 858667 ecr 1078624,mptcp dss ack 1972045714], length 0
20:40:42.998448 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 809677, win 24422, options [nop,nop,TS val 858291 ecr 1078227,mptcp dss ack 1972045714], length 0
20:40:43.018412 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 816817, win 24422, options [nop,nop,TS val 858761 ecr 1078733,mptcp dss ack 1972045714], length 0
20:40:43.018722 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 816817, win 24422, options [nop,nop,TS val 858761 ecr 1078733,mptcp dss ack 1972045714], length 0
20:40:43.106886 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 811105, win 24422, options [nop,nop,TS val 858402 ecr 1078415,mptcp dss ack 1972045714], length 0
20:40:43.125970 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 818245, win 24422, options [nop,nop,TS val 858902 ecr 1078733,mptcp dss ack 1972045714], length 0
20:40:43.126307 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 818245, win 24422, options [nop,nop,TS val 858902 ecr 1078733,mptcp dss ack 1972045714], length 0
20:40:43.190254 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 812533, win 24422, options [nop,nop,TS val 858513 ecr 1078478,mptcp dss ack 1972045714], length 0
20:40:43.249175 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 819673, win 24422, options [nop,nop,TS val 859024 ecr 1078864,mptcp dss ack 1972045714], length 0
20:40:43.249397 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 819673, win 24422, options [nop,nop,TS val 859024 ecr 1078864,mptcp dss ack 1972045714], length 0
20:40:43.307811 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 813961, win 24422, options [nop,nop,TS val 858612 ecr 1078624,mptcp dss ack 1972045714], length 0
20:40:43.343907 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 821101, win 24422, options [nop,nop,TS val 859117 ecr 1078986,mptcp dss ack 1972045714], length 0
20:40:43.344235 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 821101, win 24422, options [nop,nop,TS val 859117 ecr 1078986,mptcp dss ack 1972045714], length 0
20:40:43.444838 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 815389, win 24422, options [nop,nop,TS val 858667 ecr 1078624,mptcp dss ack 1972045714], length 0
20:40:43.546936 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 822529, win 24356, options [nop,nop,TS val 859323 ecr 1079140,mptcp dss ack 1972049998], length 0
20:40:43.547217 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 822529, win 24356, options [nop,nop,TS val 859323 ecr 1079140,mptcp dss ack 1972049998], length 0
20:40:43.643457 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 816817, win 24422, options [nop,nop,TS val 858761 ecr 1078733,mptcp dss ack 1972045714], length 0
20:40:43.680047 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 823957, win 24356, options [nop,nop,TS val 859456 ecr 1079140,mptcp dss ack 1972049998], length 0
20:40:43.680351 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 823957, win 24356, options [nop,nop,TS val 859456 ecr 1079140,mptcp dss ack 1972049998], length 0
20:40:43.771931 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 818245, win 24422, options [nop,nop,TS val 858902 ecr 1078733,mptcp dss ack 1972045714], length 0
20:40:43.871199 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 819673, win 24422, options [nop,nop,TS val 859024 ecr 1078864,mptcp dss ack 1972045714], length 0
20:40:43.920552 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 826813, win 24356, options [nop,nop,TS val 859696 ecr 1079284,mptcp dss ack 1972049998], length 0
20:40:43.920823 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 826813, win 24356, options [nop,nop,TS val 859696 ecr 1079284,mptcp dss ack 1972049998], length 0
20:40:43.981238 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 821101, win 24422, options [nop,nop,TS val 859117 ecr 1078986,mptcp dss ack 1972045714], length 0
20:40:44.078006 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 822529, win 24356, options [nop,nop,TS val 859323 ecr 1079140,mptcp dss ack 1972049998], length 0
20:40:44.149435 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 823957, win 24356, options [nop,nop,TS val 859456 ecr 1079140,mptcp dss ack 1972049998], length 0
20:40:44.258973 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24089, options [nop,nop,TS val 860034 ecr 1079534,mptcp dss ack 1972067134], length 0
20:40:44.259313 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24089, options [nop,nop,TS val 860034 ecr 1079534,mptcp dss ack 1972067134], length 0
20:40:44.274743 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 826813, win 24356, options [nop,nop,TS val 859696 ecr 1079284,mptcp dss ack 1972049998], length 0
20:40:44.379055 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24089, options [nop,nop,TS val 860097 ecr 1079534,nop,nop,sack 1 {832525:833953},mptcp dss ack 1972067134], length 0
20:40:44.379329 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24089, options [nop,nop,TS val 860097 ecr 1079534,nop,nop,sack 1 {832525:833953},mptcp dss ack 1972067134], length 0
20:40:44.430606 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24017, options [nop,nop,TS val 860206 ecr 1079534,nop,nop,sack 2 {835381:836809}{832525:833953},mptcp dss ack 1972088554], length 0
20:40:44.430934 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24017, options [nop,nop,TS val 860206 ecr 1079534,nop,nop,sack 2 {835381:836809}{832525:833953},mptcp dss ack 1972088554], length 0
20:40:44.490447 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24089, options [nop,nop,TS val 860034 ecr 1079534,mptcp dss ack 1972067134], length 0
20:40:44.569886 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24017, options [nop,nop,TS val 860345 ecr 1079534,nop,nop,sack 2 {838237:839665}{835381:836809},mptcp dss ack 1972088554], length 0
20:40:44.570173 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24017, options [nop,nop,TS val 860345 ecr 1079534,nop,nop,sack 2 {838237:839665}{835381:836809},mptcp dss ack 1972088554], length 0
20:40:44.638951 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24089, options [nop,nop,TS val 860097 ecr 1079534,nop,nop,sack 1 {832525:833953},mptcp dss ack 1972067134], length 0
20:40:44.692115 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24102, options [nop,nop,TS val 860467 ecr 1079534,nop,nop,sack 2 {838237:841093}{835381:836809},mptcp dss ack 1972118542], length 0
20:40:44.692334 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24102, options [nop,nop,TS val 860467 ecr 1079534,nop,nop,sack 2 {838237:841093}{835381:836809},mptcp dss ack 1972118542], length 0
20:40:44.815271 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24017, options [nop,nop,TS val 860206 ecr 1079534,nop,nop,sack 2 {835381:836809}{832525:833953},mptcp dss ack 1972088554], length 0
20:40:44.848142 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24102, options [nop,nop,TS val 860624 ecr 1079534,nop,nop,sack 2 {838237:842521}{835381:836809},mptcp dss ack 1972118542], length 0
20:40:44.848483 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24102, options [nop,nop,TS val 860624 ecr 1079534,nop,nop,sack 2 {838237:842521}{835381:836809},mptcp dss ack 1972118542], length 0
20:40:44.966704 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24017, options [nop,nop,TS val 860345 ecr 1079534,nop,nop,sack 2 {838237:839665}{835381:836809},mptcp dss ack 1972088554], length 0
20:40:44.980380 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 860753 ecr 1079534,nop,nop,sack 2 {843949:845377}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:44.980702 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 860753 ecr 1079534,nop,nop,sack 2 {843949:845377}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.052464 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24102, options [nop,nop,TS val 860467 ecr 1079534,nop,nop,sack 2 {838237:841093}{835381:836809},mptcp dss ack 1972118542], length 0
20:40:45.112639 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 860888 ecr 1079534,nop,nop,sack 2 {843949:846805}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.112952 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 860888 ecr 1079534,nop,nop,sack 2 {843949:846805}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.184237 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24102, options [nop,nop,TS val 860624 ecr 1079534,nop,nop,sack 2 {838237:842521}{835381:836809},mptcp dss ack 1972118542], length 0
20:40:45.241076 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861016 ecr 1079534,nop,nop,sack 2 {843949:848233}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.241253 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861016 ecr 1079534,nop,nop,sack 2 {843949:848233}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.336636 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861104 ecr 1079534,nop,nop,sack 2 {843949:849661}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.336847 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861104 ecr 1079534,nop,nop,sack 2 {843949:849661}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.396645 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 860753 ecr 1079534,nop,nop,sack 2 {843949:845377}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.433529 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861207 ecr 1079534,nop,nop,sack 2 {843949:851089}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.433736 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861207 ecr 1079534,nop,nop,sack 2 {843949:851089}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.491114 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 860888 ecr 1079534,nop,nop,sack 2 {843949:846805}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.570103 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861345 ecr 1079534,nop,nop,sack 2 {843949:852517}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.570346 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861345 ecr 1079534,nop,nop,sack 2 {843949:852517}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.637728 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861016 ecr 1079534,nop,nop,sack 2 {843949:848233}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.688865 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861465 ecr 1079534,nop,nop,sack 2 {843949:853945}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.689142 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861465 ecr 1079534,nop,nop,sack 2 {843949:853945}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.766223 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861104 ecr 1079534,nop,nop,sack 2 {843949:849661}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.818672 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861594 ecr 1079534,nop,nop,sack 2 {855373:856801}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:45.818923 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861594 ecr 1079534,nop,nop,sack 2 {855373:856801}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:45.843272 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861207 ecr 1079534,nop,nop,sack 2 {843949:851089}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:45.938823 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861709 ecr 1079534,nop,nop,sack 2 {855373:858229}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:45.939025 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861709 ecr 1079534,nop,nop,sack 2 {855373:858229}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:45.996410 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861345 ecr 1079534,nop,nop,sack 2 {843949:852517}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:46.071934 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861847 ecr 1079534,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.072159 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861847 ecr 1079534,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.160103 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861465 ecr 1079534,nop,nop,sack 2 {843949:853945}{838237:842521},mptcp dss ack 1972157098], length 0
20:40:46.205520 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 833953, win 24424, options [nop,nop,TS val 861980 ecr 1081719,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.205786 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 833953, win 24424, options [nop,nop,TS val 861980 ecr 1081719,nop,nop,sack 2 {855373:859657}{843949:853945},mptcp dss ack 1972157098], length 0
20:40:46.284333 IP 112.26.1.8.42049 > 112.26.1.1.37653: Flags [.], ack 831097, win 24424, options [nop,nop,TS val 861594 ecr 1079534,nop,nop,sack 2 {855373:856801}{843949:853945},mptcp dss ack 1972157098], length 0
