20:12:17.758810 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294819233 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:17.776672 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294819233 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:17.842757 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [S.], seq 2940828125, ack 503274602, win 65535, options [mss 1460,sackOK,TS val 76724 ecr 4294819233,nop,wscale 6,mptcp capable csum {0x87139cfff9e67aae}], length 0
20:12:18.645894 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294820288 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:18.646748 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294820288 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:18.654230 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [S.], seq 2940828125, ack 503274602, win 65535, options [mss 1460,sackOK,TS val 77594 ecr 4294819233,nop,wscale 6,mptcp capable csum {0x87139cfff9e67aae}], length 0
20:12:18.853617 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], ack 1, win 1339, options [nop,nop,TS val 77799 ecr 4294820485,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 3262968525], length 0
20:14:51.966595 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 701149:702577, ack 1, win 4017, options [nop,nop,TS val 230891 ecr 5606,mptcp dss ack 3262968525 seq 1979183869 subseq 701149 len 1428 csum 0x900e], length 1428
20:14:52.041957 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24512, options [nop,nop,TS val 5783 ecr 229702,nop,nop,sack 1 {694009:695437},mptcp dss ack 1979091049], length 0
20:14:52.046566 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 702577:704005, ack 1, win 4017, options [nop,nop,TS val 230891 ecr 5606,mptcp dss ack 3262968525 seq 1979185297 subseq 702577 len 1428 csum 0x4376], length 1428
20:14:52.066471 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24458, options [nop,nop,TS val 5988 ecr 229702,nop,nop,sack 1 {694009:696865},mptcp dss ack 1979149597], length 0
20:14:52.071099 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 704005:705433, ack 1, win 4017, options [nop,nop,TS val 230909 ecr 5752,mptcp dss ack 3262968525 seq 1979186725 subseq 704005 len 1428 csum 0xcf6b], length 1428
20:14:52.143276 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 705433:706861, ack 1, win 4017, options [nop,nop,TS val 231013 ecr 5783,mptcp dss ack 3262968525 seq 1979188153 subseq 705433 len 1428 csum 0xe61f], length 1428
20:14:52.150380 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24458, options [nop,nop,TS val 6078 ecr 229702,nop,nop,sack 1 {694009:698293},mptcp dss ack 1979149597], length 0
20:14:52.172360 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 706861:708289, ack 1, win 4017, options [nop,nop,TS val 231097 ecr 5988,mptcp dss ack 3262968525 seq 1979189581 subseq 706861 len 1428 csum 0x7451], length 1428
20:14:52.257372 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 692581:694009, ack 1, win 4017, options [nop,nop,TS val 231097 ecr 6078,mptcp dss ack 3262968525 seq 1979169589 subseq 692581 len 1428 csum 0x938c], length 1428
20:14:52.454573 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 699721:701149, ack 1, win 4017, options [nop,nop,TS val 230705 ecr 5278,mptcp dss ack 3262968525 seq 1979181013 subseq 699721 len 1428 csum 0x5f26], length 1428
20:14:52.475604 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 701149:702577, ack 1, win 4017, options [nop,nop,TS val 230891 ecr 5606,mptcp dss ack 3262968525 seq 1979183869 subseq 701149 len 1428 csum 0x900e], length 1428
20:14:52.562178 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 521221:522649, ack 1, win 4017, options [nop,nop,TS val 231507 ecr 6465,mptcp dss ack 3262968525 seq 1979165305 subseq 521221 len 1428 csum 0xe645], length 1428
20:14:52.566389 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 702577:704005, ack 1, win 4017, options [nop,nop,TS val 230891 ecr 5606,mptcp dss ack 3262968525 seq 1979185297 subseq 702577 len 1428 csum 0x4376], length 1428
20:14:52.658245 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 704005:705433, ack 1, win 4017, options [nop,nop,TS val 230909 ecr 5752,mptcp dss ack 3262968525 seq 1979186725 subseq 704005 len 1428 csum 0xcf6b], length 1428
20:14:52.668561 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24543, options [nop,nop,TS val 6865 ecr 229702,nop,nop,sack 2 {699721:701149}{694009:698293},mptcp dss ack 1979165305], length 0
20:14:52.683267 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 705433:706861, ack 1, win 4017, options [nop,nop,TS val 231013 ecr 5783,mptcp dss ack 3262968525 seq 1979188153 subseq 705433 len 1428 csum 0xe61f], length 1428
20:14:52.745969 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 522649:524077, ack 1, win 4017, options [nop,nop,TS val 231634 ecr 6566,mptcp dss ack 3262968525 seq 1979172445 subseq 522649 len 1428 csum 0x94fe], length 1428
20:14:52.763157 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 706861:708289, ack 1, win 4017, options [nop,nop,TS val 231097 ecr 5988,mptcp dss ack 3262968525 seq 1979189581 subseq 706861 len 1428 csum 0x7451], length 1428
20:14:52.767961 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24543, options [nop,nop,TS val 6886 ecr 229702,nop,nop,sack 2 {699721:702577}{694009:698293},mptcp dss ack 1979165305], length 0
20:14:52.769825 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 698293:699721, ack 1, win 4017, options [nop,nop,TS val 231714 ecr 6886,mptcp dss ack 3262968525 seq 1979178157 subseq 698293 len 1428 csum 0x4ee], length 1428
20:14:52.793490 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 528361:529789, ack 1, win 4017, options [nop,nop,TS val 231723 ecr 6675,mptcp dss ack 3262968525 seq 1979191009 subseq 528361 len 1428 csum 0xebb1], length 1428
20:14:52.857214 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24543, options [nop,nop,TS val 6977 ecr 229702,nop,nop,sack 2 {699721:704005}{694009:698293},mptcp dss ack 1979165305], length 0
20:14:52.859081 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 529789:531217, ack 1, win 4017, options [nop,nop,TS val 231723 ecr 6675,mptcp dss ack 3262968525 seq 1979192437 subseq 529789 len 1428 csum 0x8e8d], length 1428
20:14:52.877545 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 531217:532645, ack 1, win 4017, options [nop,nop,TS val 231804 ecr 6770,mptcp dss ack 3262968525 seq 1979193865 subseq 531217 len 1428 csum 0x50ca], length 1428
20:14:52.883198 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24543, options [nop,nop,TS val 7069 ecr 229702,nop,nop,sack 2 {699721:705433}{694009:698293},mptcp dss ack 1979165305], length 0
20:14:52.950287 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 708289:709717, ack 1, win 4017, options [nop,nop,TS val 231830 ecr 6977,mptcp dss ack 3262968525 seq 1979195293 subseq 708289 len 1428 csum 0x859f], length 1428
20:14:52.966141 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24543, options [nop,nop,TS val 7094 ecr 229702,nop,nop,sack 2 {699721:706861}{694009:698293},mptcp dss ack 1979165305], length 0
20:14:52.978820 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 709717:711145, ack 1, win 4017, options [nop,nop,TS val 231913 ecr 7069,mptcp dss ack 3262968525 seq 1979196721 subseq 709717 len 1428 csum 0x6d6f], length 1428
20:14:52.993014 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24543, options [nop,nop,TS val 7174 ecr 229702,nop,nop,sack 2 {699721:708289}{694009:698293},mptcp dss ack 1979165305], length 0
20:14:53.055713 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 711145:712573, ack 1, win 4017, options [nop,nop,TS val 231940 ecr 7094,mptcp dss ack 3262968525 seq 1979198149 subseq 711145 len 1428 csum 0xcfda], length 1428
20:14:53.065984 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 698293:699721, ack 1, win 4017, options [nop,nop,TS val 231714 ecr 6886,mptcp dss ack 3262968525 seq 1979178157 subseq 698293 len 1428 csum 0x4ee], length 1428
20:14:53.161036 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24527, options [nop,nop,TS val 7477 ecr 229702,nop,nop,sack 1 {694009:708289},mptcp dss ack 1979169589], length 0
20:14:53.162467 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 712573:714001, ack 1, win 4017, options [nop,nop,TS val 232108 ecr 7174,mptcp dss ack 3262968525 seq 1979199577 subseq 712573 len 1428 csum 0x77d8], length 1428
20:14:53.253963 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 692581:694009, ack 1, win 4017, options [nop,nop,TS val 232108 ecr 7477,mptcp dss ack 3262968525 seq 1979169589 subseq 692581 len 1428 csum 0x938c], length 1428
20:14:53.277555 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 708289:709717, ack 1, win 4017, options [nop,nop,TS val 231830 ecr 6977,mptcp dss ack 3262968525 seq 1979195293 subseq 708289 len 1428 csum 0x859f], length 1428
20:14:53.358884 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 532645:534073, ack 1, win 4017, options [nop,nop,TS val 232304 ecr 7361,mptcp dss ack 3262968525 seq 1979201005 subseq 532645 len 1428 csum 0x3ee7], length 1428
20:14:53.380568 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 709717:711145, ack 1, win 4017, options [nop,nop,TS val 231913 ecr 7069,mptcp dss ack 3262968525 seq 1979196721 subseq 709717 len 1428 csum 0x6d6f], length 1428
20:14:53.468166 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 711145:712573, ack 1, win 4017, options [nop,nop,TS val 231940 ecr 7094,mptcp dss ack 3262968525 seq 1979198149 subseq 711145 len 1428 csum 0xcfda], length 1428
20:14:53.478428 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24527, options [nop,nop,TS val 7688 ecr 229702,nop,nop,sack 1 {694009:709717},mptcp dss ack 1979169589], length 0
20:14:53.490790 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 714001:715429, ack 1, win 4017, options [nop,nop,TS val 232436 ecr 7688,mptcp dss ack 3262968525 seq 1979202433 subseq 714001 len 1428 csum 0x36ab], length 1428
20:14:53.560657 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 712573:714001, ack 1, win 4017, options [nop,nop,TS val 232108 ecr 7174,mptcp dss ack 3262968525 seq 1979199577 subseq 712573 len 1428 csum 0x77d8], length 1428
20:14:53.570699 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 534073:535501, ack 1, win 4017, options [nop,nop,TS val 232436 ecr 7398,mptcp dss ack 3262968525 seq 1979203861 subseq 534073 len 1428 csum 0x9570], length 1428
20:14:53.580998 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24527, options [nop,nop,TS val 7791 ecr 229702,nop,nop,sack 1 {694009:711145},mptcp dss ack 1979169589], length 0
20:14:53.595034 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 692581:694009, ack 1, win 4017, options [nop,nop,TS val 232108 ecr 7477,mptcp dss ack 3262968525 seq 1979169589 subseq 692581 len 1428 csum 0x938c], length 1428
20:14:53.666355 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24527, options [nop,nop,TS val 7879 ecr 229702,nop,nop,sack 1 {694009:712573},mptcp dss ack 1979169589], length 0
20:14:53.667897 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 715429:716857, ack 1, win 4017, options [nop,nop,TS val 232613 ecr 7791,mptcp dss ack 3262968525 seq 1979205289 subseq 715429 len 1428 csum 0x37a0], length 1428
20:14:53.693460 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 692581, win 24527, options [nop,nop,TS val 7971 ecr 229702,nop,nop,sack 1 {694009:714001},mptcp dss ack 1979169589], length 0
20:14:53.753381 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 716857:718285, ack 1, win 4017, options [nop,nop,TS val 232622 ecr 7879,mptcp dss ack 3262968525 seq 1979206717 subseq 716857 len 1428 csum 0x5438], length 1428
20:14:53.767279 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 535501:536929, ack 1, win 4017, options [nop,nop,TS val 232622 ecr 7589,mptcp dss ack 3262968525 seq 1979208145 subseq 535501 len 1428 csum 0x50a7], length 1428
20:14:53.772816 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 714001, win 24230, options [nop,nop,TS val 8005 ecr 232108,mptcp dss ack 1979201005], length 0
20:14:53.786511 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 718285:719713, ack 1, win 4017, options [nop,nop,TS val 232719 ecr 7971,mptcp dss ack 3262968525 seq 1979209573 subseq 718285 len 1428 csum 0x8e44], length 1428
20:14:53.871558 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 714001:715429, ack 1, win 4017, options [nop,nop,TS val 232436 ecr 7688,mptcp dss ack 3262968525 seq 1979202433 subseq 714001 len 1428 csum 0x36ab], length 1428
20:14:53.879099 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 719713:721141, ack 1, win 4017, options [nop,nop,TS val 232719 ecr 8005,mptcp dss ack 3262968525 seq 1979211001 subseq 719713 len 1428 csum 0xe9e3], length 1428
20:14:53.956192 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 721141:722569, ack 1, win 4017, options [nop,nop,TS val 232719 ecr 8005,mptcp dss ack 3262968525 seq 1979212429 subseq 721141 len 1428 csum 0x7011], length 1428
20:14:53.962960 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 715429, win 24558, options [nop,nop,TS val 8282 ecr 232436,mptcp dss ack 1979203861], length 0
20:14:53.986321 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 715429:716857, ack 1, win 4017, options [nop,nop,TS val 232613 ecr 7791,mptcp dss ack 3262968525 seq 1979205289 subseq 715429 len 1428 csum 0x37a0], length 1428
20:14:53.992282 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 536929:538357, ack 1, win 4017, options [nop,nop,TS val 232725 ecr 7672,mptcp dss ack 3262968525 seq 1979213857 subseq 536929 len 1428 csum 0x2c91], length 1428
20:14:54.068311 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 538357:539785, ack 1, win 4017, options [nop,nop,TS val 232837 ecr 7778,mptcp dss ack 3262968525 seq 1979215285 subseq 538357 len 1428 csum 0xe05c], length 1428
20:14:54.076223 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 716857:718285, ack 1, win 4017, options [nop,nop,TS val 232622 ecr 7879,mptcp dss ack 3262968525 seq 1979206717 subseq 716857 len 1428 csum 0x5438], length 1428
20:14:54.082762 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 722569:723997, ack 1, win 4017, options [nop,nop,TS val 232912 ecr 8282,mptcp dss ack 3262968525 seq 1979216713 subseq 722569 len 1428 csum 0xc4e9], length 1428
20:14:54.088277 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 716857, win 24558, options [nop,nop,TS val 8396 ecr 232613,mptcp dss ack 1979206717], length 0
20:14:54.162500 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 723997:725425, ack 1, win 4017, options [nop,nop,TS val 233035 ecr 8396,mptcp dss ack 3262968525 seq 1979218141 subseq 723997 len 1428 csum 0x665a], length 1428
20:14:54.259253 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 718285, win 24558, options [nop,nop,TS val 8486 ecr 232622,mptcp dss ack 1979208145], length 0
20:14:54.261331 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 725425:726853, ack 1, win 4017, options [nop,nop,TS val 233206 ecr 8486,mptcp dss ack 3262968525 seq 1979219569 subseq 725425 len 1428 csum 0x3c6e], length 1428
20:14:54.270102 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 718285:719713, ack 1, win 4017, options [nop,nop,TS val 232719 ecr 7971,mptcp dss ack 3262968525 seq 1979209573 subseq 718285 len 1428 csum 0x8e44], length 1428
20:14:54.298383 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 719713:721141, ack 1, win 4017, options [nop,nop,TS val 232719 ecr 8005,mptcp dss ack 3262968525 seq 1979211001 subseq 719713 len 1428 csum 0xe9e3], length 1428
20:14:54.358790 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 411265:412693, ack 1, win 4017, options [nop,nop,TS val 233280 ecr 4472,mptcp dss ack 3262968525 seq 1979091049 subseq 411265 len 1428 csum 0x86ac], length 1428
20:14:54.365533 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 411265:412693, ack 1, win 4017, options [nop,nop,TS val 233280 ecr 4472,mptcp dss ack 3262968525 seq 1979091049 subseq 411265 len 1428 csum 0x86ac], length 1428
20:14:54.367448 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 411265:412693, ack 1, win 4017, options [nop,nop,TS val 233280 ecr 4472,mptcp dss ack 3262968525 seq 1979091049 subseq 411265 len 1428 csum 0x86ac], length 1428
20:14:54.389689 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 719713, win 24558, options [nop,nop,TS val 8681 ecr 232719,mptcp dss ack 1979208145], length 0
20:14:54.391868 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 726853:728281, ack 1, win 4017, options [nop,nop,TS val 233336 ecr 8681,mptcp dss ack 3262968525 seq 1979220997 subseq 726853 len 1428 csum 0x559f], length 1428
20:14:54.403981 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 721141:722569, ack 1, win 4017, options [nop,nop,TS val 232719 ecr 8005,mptcp dss ack 3262968525 seq 1979212429 subseq 721141 len 1428 csum 0x7011], length 1428
20:14:54.477968 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 721141, win 24558, options [nop,nop,TS val 8709 ecr 232719,mptcp dss ack 1979212429], length 0
20:14:54.480624 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 728281:729709, ack 1, win 4017, options [nop,nop,TS val 233424 ecr 8709,mptcp dss ack 3262968525 seq 1979222425 subseq 728281 len 1428 csum 0x24c7], length 1428
20:14:54.561170 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 729709:731137, ack 1, win 4017, options [nop,nop,TS val 233424 ecr 8709,mptcp dss ack 3262968525 seq 1979223853 subseq 729709 len 1428 csum 0x13b7], length 1428
20:14:54.576156 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 722569, win 24558, options [nop,nop,TS val 8815 ecr 232719,mptcp dss ack 1979213857], length 0
20:14:54.583432 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 722569:723997, ack 1, win 4017, options [nop,nop,TS val 232912 ecr 8282,mptcp dss ack 3262968525 seq 1979216713 subseq 722569 len 1428 csum 0xc4e9], length 1428
20:14:54.594708 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 539785:541213, ack 1, win 4017, options [nop,nop,TS val 233512 ecr 8388,mptcp dss ack 3262968525 seq 1979225281 subseq 539785 len 1428 csum 0xb7f9], length 1428
20:14:54.671470 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 541213:542641, ack 1, win 4017, options [nop,nop,TS val 233512 ecr 8388,mptcp dss ack 3262968525 seq 1979226709 subseq 541213 len 1428 csum 0xae68], length 1428
20:14:54.680876 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 723997:725425, ack 1, win 4017, options [nop,nop,TS val 233035 ecr 8396,mptcp dss ack 3262968525 seq 1979218141 subseq 723997 len 1428 csum 0x665a], length 1428
20:14:54.688498 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 542641:544069, ack 1, win 4017, options [nop,nop,TS val 233512 ecr 8388,mptcp dss ack 3262968525 seq 1979228137 subseq 542641 len 1428 csum 0x83b9], length 1428
20:14:54.698327 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 725425:726853, ack 1, win 4017, options [nop,nop,TS val 233206 ecr 8486,mptcp dss ack 3262968525 seq 1979219569 subseq 725425 len 1428 csum 0x3c6e], length 1428
20:14:54.702851 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 731137:732565, ack 1, win 4017, options [nop,nop,TS val 233522 ecr 8815,mptcp dss ack 3262968525 seq 1979229565 subseq 731137 len 1428 csum 0xb190], length 1428
20:14:54.766254 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 723997, win 24558, options [nop,nop,TS val 8994 ecr 232912,mptcp dss ack 1979213857], length 0
20:14:54.791020 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 732565:733993, ack 1, win 4017, options [nop,nop,TS val 233712 ecr 8994,mptcp dss ack 3262968525 seq 1979230993 subseq 732565 len 1428 csum 0xa357], length 1428
20:14:54.796983 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 726853:728281, ack 1, win 4017, options [nop,nop,TS val 233336 ecr 8681,mptcp dss ack 3262968525 seq 1979220997 subseq 726853 len 1428 csum 0x559f], length 1428
20:14:54.810736 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 544069:545497, ack 1, win 4017, options [nop,nop,TS val 233754 ecr 8694,mptcp dss ack 3262968525 seq 1979232421 subseq 544069 len 1428 csum 0x3736], length 1428
20:14:54.873345 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 725425, win 24543, options [nop,nop,TS val 9091 ecr 233035,mptcp dss ack 1979215285], length 0
20:14:54.874597 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 733993:735421, ack 1, win 4017, options [nop,nop,TS val 233820 ecr 9091,mptcp dss ack 3262968525 seq 1979233849 subseq 733993 len 1428 csum 0xb6c9], length 1428
20:14:54.882515 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 728281:729709, ack 1, win 4017, options [nop,nop,TS val 233424 ecr 8709,mptcp dss ack 3262968525 seq 1979222425 subseq 728281 len 1428 csum 0x24c7], length 1428
20:14:54.907675 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 422689:424117, ack 1, win 4017, options [nop,nop,TS val 233852 ecr 8781,mptcp dss ack 3262968525 seq 1979235277 subseq 422689 len 1428 csum 0x7a39], length 1428
20:14:54.963260 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 726853, win 24543, options [nop,nop,TS val 9109 ecr 233206,mptcp dss ack 1979215285], length 0
20:14:54.981155 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 424117:425545, ack 1, win 4017, options [nop,nop,TS val 233852 ecr 8781,mptcp dss ack 3262968525 seq 1979236705 subseq 424117 len 1428 csum 0x2ae7], length 1428
20:14:54.994839 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 729709:731137, ack 1, win 4017, options [nop,nop,TS val 233424 ecr 8709,mptcp dss ack 3262968525 seq 1979223853 subseq 729709 len 1428 csum 0x13b7], length 1428
20:14:55.004559 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 422689:424117, ack 1, win 4017, options [nop,nop,TS val 233852 ecr 8781,mptcp dss ack 3262968525 seq 1979235277 subseq 422689 len 1428 csum 0x7a39], length 1428
20:14:55.006446 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 422689:424117, ack 1, win 4017, options [nop,nop,TS val 233852 ecr 8781,mptcp dss ack 3262968525 seq 1979235277 subseq 422689 len 1428 csum 0x7a39], length 1428
20:14:55.064751 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 425545:426973, ack 1, win 4017, options [nop,nop,TS val 233852 ecr 8781,mptcp dss ack 3262968525 seq 1979238133 subseq 425545 len 1428 csum 0x92d0], length 1428
20:14:55.092030 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 728281, win 24543, options [nop,nop,TS val 9197 ecr 233336,mptcp dss ack 1979215285], length 0
20:14:55.099479 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 426973:428401, ack 1, win 4017, options [nop,nop,TS val 233852 ecr 8781,mptcp dss ack 3262968525 seq 1979239561 subseq 426973 len 1428 csum 0xb36d], length 1428
20:14:55.169092 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 424117:425545, ack 1, win 4017, options [nop,nop,TS val 233852 ecr 8781,mptcp dss ack 3262968525 seq 1979236705 subseq 424117 len 1428 csum 0x2ae7], length 1428
20:14:55.171369 IP 112.26.2.1.45881 > 112.26.0.8.37923: Flags [.], seq 424117:425545, ack 1, win 4017, options [nop,nop,TS val 233852 ecr 8781,mptcp dss ack 3262968525 seq 1979236705 subseq 424117 len 1428 csum 0x2ae7], length 1428
20:14:55.185045 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 735421:736849, ack 1, win 4017, options [nop,nop,TS val 233910 ecr 9109,mptcp dss ack 3262968525 seq 1979240989 subseq 735421 len 1428 csum 0xef12], length 1428
20:14:55.198252 IP 112.26.0.8.37533 > 112.26.3.1.45881: Flags [.], ack 729709, win 24543, options [nop,nop,TS val 9293 ecr 233424,mptcp dss ack 1979215285], length 0
20:14:55.207376 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 731137:732565, ack 1, win 4017, options [nop,nop,TS val 233522 ecr 8815,mptcp dss ack 3262968525 seq 1979229565 subseq 731137 len 1428 csum 0xb190], length 1428
20:14:55.271694 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 736849:738277, ack 1, win 4017, options [nop,nop,TS val 234039 ecr 9197,mptcp dss ack 3262968525 seq 1979242417 subseq 736849 len 1428 csum 0x81aa], length 1428
